pde,algorithm,n_obs,obs_noise,lam_data,lam_pde,n_collocation,balancer,f1_l2_error,f2_pde_residual,f3_data_budget,hidden_dim,n_layers,seed
poisson,grid,0.0,0.0,10.0,10.0,100.0,fixed,0.004689593333750963,0.034347645938396454,100.0,50.0,4.0,3
poisson,grid,0.0,0.0,10.0,10.0,200.0,fixed,0.004828633740544319,0.03884998708963394,200.0,50.0,4.0,3
poisson,grid,0.0,0.0,10.0,10.0,300.0,fixed,0.004825490061193705,0.03498993068933487,300.0,50.0,4.0,3
poisson,grid,0.0,0.0,0.1,0.1,100.0,fixed,0.005119620356708765,0.037376340478658676,100.0,50.0,4.0,4
poisson,grid,0.0,0.0,0.1,0.1,200.0,fixed,0.005634532775729895,0.04471905529499054,200.0,50.0,4.0,4
poisson,grid,0.0,0.0,0.1,0.1,300.0,fixed,0.0067089032381772995,0.03832826018333435,300.0,50.0,4.0,4
poisson,grid,0.0,0.0,0.1,1.0,100.0,fixed,0.018425025045871735,0.011526040732860565,100.0,50.0,4.0,4
poisson,grid,0.0,0.0,0.1,1.0,200.0,fixed,0.08567573875188828,0.03296342492103577,200.0,50.0,4.0,4
poisson,grid,0.0,0.0,0.1,1.0,300.0,fixed,0.048190828412771225,0.034337934106588364,300.0,50.0,4.0,4
poisson,grid,0.0,0.0,0.1,10.0,100.0,fixed,2.2365710735321045,0.019265512004494667,100.0,50.0,4.0,4
poisson,grid,0.0,0.0,0.1,10.0,200.0,fixed,1.986987590789795,0.0179259292781353,200.0,50.0,4.0,4
poisson,grid,0.0,0.0,0.1,10.0,300.0,fixed,2.2947425842285156,0.030997101217508316,300.0,50.0,4.0,4
poisson,grid,0.0,0.0,1.0,0.1,100.0,fixed,0.02717360109090805,0.05498739704489708,100.0,50.0,4.0,4
poisson,grid,0.0,0.0,1.0,0.1,200.0,fixed,0.01628643460571766,0.07797268033027649,200.0,50.0,4.0,4
poisson,grid,0.0,0.0,1.0,0.1,300.0,fixed,0.07655644416809082,0.12652115523815155,300.0,50.0,4.0,4
poisson,grid,0.0,0.0,1.0,1.0,100.0,fixed,0.014939356595277786,0.09043021500110626,100.0,50.0,4.0,4
poisson,grid,0.0,0.0,1.0,1.0,200.0,fixed,0.006255596876144409,0.046573344618082047,200.0,50.0,4.0,4
poisson,grid,0.0,0.0,1.0,1.0,300.0,fixed,0.005116106942296028,0.05106031894683838,300.0,50.0,4.0,4
poisson,grid,0.0,0.0,1.0,10.0,100.0,fixed,0.03751939535140991,0.03759303316473961,100.0,50.0,4.0,4
poisson,grid,0.0,0.0,1.0,10.0,200.0,fixed,0.05901860073208809,0.032528337091207504,200.0,50.0,4.0,4
poisson,grid,0.0,0.0,1.0,10.0,300.0,fixed,0.04191414639353752,0.06761153042316437,300.0,50.0,4.0,4
poisson,grid,0.0,0.0,10.0,0.1,100.0,fixed,0.0008590152719989419,0.049407050013542175,100.0,50.0,4.0,4
poisson,grid,0.0,0.0,10.0,0.1,200.0,fixed,0.0017707017250359058,0.06449954956769943,200.0,50.0,4.0,4
poisson,grid,0.0,0.0,10.0,0.1,300.0,fixed,0.0010682462016120553,0.09496672451496124,300.0,50.0,4.0,4
poisson,grid,0.0,0.0,10.0,1.0,100.0,fixed,0.013747655786573887,0.029015718027949333,100.0,50.0,4.0,4
poisson,grid,0.0,0.0,10.0,1.0,200.0,fixed,0.0007153308251872659,0.03589142858982086,200.0,50.0,4.0,4
poisson,grid,0.0,0.0,10.0,1.0,300.0,fixed,0.0005353367887437344,0.031558260321617126,300.0,50.0,4.0,4
poisson,grid,0.0,0.0,10.0,10.0,100.0,fixed,0.0050848075188696384,0.04204817861318588,100.0,50.0,4.0,4
poisson,grid,0.0,0.0,10.0,10.0,200.0,fixed,0.004154826048761606,0.031169936060905457,200.0,50.0,4.0,4
poisson,grid,0.0,0.0,10.0,10.0,300.0,fixed,0.004611792508512735,0.04132490232586861,300.0,50.0,4.0,4
